Pos,ID,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,Elite%
D,439,Boly,4.5,4.5,Nott'm Forest,82,2.41,74,2.02,65,1.80,65,2.52,63,2.02,62,2.03,58,1.59,61,2.43,0.00
M,440,Bowler,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,441,Cook,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,442,Danilo,5.3,5.3,Nott'm Forest,9,0.38,32,1.19,49,1.82,49,1.89,49,1.77,46,1.71,42,1.54,43,1.72,0.00
F,443,Dennis,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,444,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,445,Felipe,4.4,4.4,Nott'm Forest,11,0.32,39,1.00,56,1.44,55,1.99,55,1.63,57,1.73,56,1.40,54,2.00,0.00
M,446,Freuler,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,447,Gibbs-White,5.8,5.8,Nott'm Forest,91,4.30,83,3.78,79,3.95,74,3.83,72,3.33,71,3.30,67,3.12,66,3.64,0.05
G,448,Hennessey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,449,Horvath,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,450,Johnson,5.8,5.8,Spurs,51,2.64,53,2.99,53,2.99,54,2.08,55,3.26,55,2.88,56,3.03,53,3.21,0.00
M,451,Kouyaté,4.8,4.8,Nott'm Forest,14,0.57,9,0.37,9,0.37,9,0.39,9,0.36,10,0.41,11,0.43,10,0.42,0.00
D,452,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,453,Mangala,5.0,5.0,Nott'm Forest,67,2.06,63,1.92,61,1.90,61,1.99,59,1.83,58,1.82,58,1.76,56,1.90,0.00
D,454,Mbe Soh,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,455,McKenna,4.5,4.5,Nott'm Forest,6,0.17,3,0.08,2,0.06,2,0.07,2,0.06,3,0.08,4,0.12,3,0.12,0.00
M,456,Mighten,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,457,Niakhaté,4.5,4.5,Nott'm Forest,54,1.57,59,1.59,64,1.72,62,2.32,65,2.03,64,2.06,63,1.70,62,2.40,0.00
M,458,O'Brien,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,459,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,460,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,461,O.Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,462,G.Scarpa,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,463,J.Shelvey,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,464,Surridge,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,465,Toffolo,4.4,4.4,Nott'm Forest,36,1.23,23,0.75,25,0.83,26,1.12,27,0.96,25,0.93,26,0.84,23,1.02,0.00
F,466,Ui-jo,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,467,Williams,4.3,4.3,Nott'm Forest,25,0.78,15,0.43,13,0.39,14,0.51,15,0.47,13,0.42,14,0.41,17,0.70,0.00
F,468,Wood,4.9,4.9,Nott'm Forest,81,3.74,57,2.74,29,1.67,27,1.59,27,1.47,25,1.41,26,1.45,24,1.51,0.00
D,469,Worrall,4.5,4.5,Nott'm Forest,9,0.23,6,0.13,3,0.07,4,0.12,5,0.13,4,0.11,5,0.12,5,0.16,0.00
M,470,Yates,4.9,4.9,Nott'm Forest,28,1.02,21,0.79,21,0.81,22,0.85,24,0.86,23,0.83,24,0.86,24,0.94,0.00
D,471,Ahmedhodžić,4.3,4.3,Sheffield Utd,0,0.00,3,0.05,57,1.78,83,2.04,80,1.18,77,2.06,75,1.11,73,1.04,0.00
G,472,Amissah,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,473,Baldock,3.8,3.8,Sheffield Utd,52,1.94,56,1.09,53,2.00,50,1.53,51,1.03,51,1.68,50,1.00,51,0.99,0.06
D,474,Basham,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,475,Berge,4.8,4.8,Burnley,66,2.39,62,1.86,62,2.22,63,2.63,59,2.04,59,1.89,59,2.15,60,2.02,0.00
D,476,Bogle,4.5,4.5,Sheffield Utd,52,2.00,55,1.14,49,1.89,48,1.55,48,1.05,48,1.65,50,1.05,47,0.99,0.00
F,477,Brewster,4.9,4.9,Sheffield Utd,46,2.22,32,1.42,33,1.75,35,1.62,34,1.49,34,1.63,35,1.42,36,1.51,0.00
M,478,Coulibaly,4.4,4.4,Sheffield Utd,6,0.26,8,0.31,7,0.29,6,0.25,8,0.31,9,0.33,9,0.34,10,0.38,0.00
G,479,A.Davies,4.0,4.0,Sheffield Utd,2,0.06,2,0.06,3,0.10,3,0.10,3,0.11,4,0.15,5,0.16,5,0.15,0.00
D,480,Egan,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.10,0.00
M,481,Fleck,4.9,4.9,Sheffield Utd,37,1.46,44,1.47,42,1.61,40,1.45,41,1.39,42,1.54,42,1.37,42,1.37,0.00
G,482,Foderingham,4.5,4.5,Sheffield Utd,93,3.49,93,3.05,92,3.45,92,3.18,92,3.00,91,3.22,90,2.94,90,2.93,0.00
F,483,Jebbison,4.8,4.8,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,484,Lowe,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,485,McBurnie,5.4,5.4,Sheffield Utd,47,2.16,68,2.46,66,2.92,66,2.56,66,2.39,65,2.62,63,2.10,64,2.25,0.00
F,486,Ndiaye,5.5,5.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,487,Norrington-Davies,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,488,Norwood,4.8,4.8,Sheffield Utd,77,2.57,74,2.10,64,2.20,59,1.87,61,1.78,60,1.95,60,1.67,61,1.75,0.00
M,489,Osborn,4.8,4.8,Sheffield Utd,24,1.03,28,1.05,28,1.19,28,1.12,30,1.10,32,1.27,32,1.12,33,1.17,0.00
F,490,Osula,4.3,4.3,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.03
G,491,Austin,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,492,Bentancur,5.4,5.4,Spurs,11,0.43,17,0.68,16,0.64,18,0.61,18,0.75,18,0.68,19,0.74,18,0.76,0.00
M,493,Bissouma,5.0,5.0,Spurs,80,2.38,58,1.99,63,2.08,64,1.73,66,2.24,67,2.10,67,2.18,69,2.37,0.00
M,494,Bryan,4.9,4.9,Spurs,15,0.83,18,1.12,19,1.23,20,0.93,21,1.38,22,1.25,22,1.29,22,1.43,0.00
D,495,Davies,4.3,4.3,Spurs,17,0.67,20,0.88,23,0.94,28,0.71,29,1.28,32,1.25,30,1.32,29,1.40,0.00
D,496,Dier,4.2,4.2,Spurs,7,0.22,13,0.51,17,0.59,19,0.38,24,0.94,24,0.83,27,1.04,27,1.13,0.00
D,497,E.Royal,4.4,4.4,Spurs,13,0.50,16,0.71,18,0.74,21,0.53,22,0.99,22,0.90,24,1.07,24,1.15,0.00
G,498,Forster,3.9,3.9,Spurs,2,0.06,2,0.08,3,0.12,3,0.10,4,0.15,5,0.18,4,0.16,4,0.17,0.00
M,499,Højbjerg,5.2,5.2,Spurs,21,0.71,33,1.15,30,1.04,29,0.85,30,1.09,28,0.95,28,0.98,29,1.05,0.00
F,500,Kane,12.5,12.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,501,Kulusevski,7.0,7.0,Spurs,76,3.32,73,3.55,71,3.45,72,2.43,70,3.57,70,3.16,69,3.23,67,3.44,0.00
G,502,Lloris,4.8,4.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,503,Lo Celso,4.8,4.8,Spurs,8,0.49,13,0.74,13,0.74,13,0.59,15,0.92,16,0.91,17,0.96,16,1.00,0.00
M,504,Maddison,8.1,8.0,Spurs,87,4.52,83,4.92,82,4.83,81,3.06,79,5.03,78,4.26,78,4.44,77,4.91,0.31
M,505,Ndombele,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,506,Pedro Porro,5.2,5.2,Spurs,83,3.33,80,3.71,78,3.32,76,1.64,75,3.53,73,2.98,72,3.30,73,3.75,0.17
D,507,Perišić,4.8,4.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,508,Reguilón,4.4,4.4,Man Utd,80,3.40,63,3.77,15,0.63,11,0.41,12,0.50,13,0.68,14,0.43,15,0.57,0.00
M,509,Richarlison,6.7,6.7,Spurs,57,3.52,57,3.97,58,4.03,56,2.50,56,4.11,56,3.58,57,3.75,55,4.07,0.01
D,510,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,511,Romero,4.9,4.9,Spurs,91,2.92,86,3.15,84,2.75,82,1.35,79,2.90,78,2.52,77,2.86,76,3.13,0.00
D,512,Sánchez,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,513,Sarr,4.6,4.6,Spurs,72,2.72,70,2.91,68,2.77,65,2.02,63,2.74,63,2.46,62,2.54,60,2.65,0.00
D,514,Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,515,Skipp,4.6,4.6,Spurs,7,0.25,12,0.42,13,0.47,14,0.44,13,0.48,15,0.51,13,0.47,15,0.55,0.00
M,516,Son,9.6,9.5,Spurs,83,5.05,80,5.57,79,5.47,79,3.46,77,5.68,77,4.86,77,5.08,77,5.72,0.85
D,517,Spence,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,518,Tanganga,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,519,Udogie,4.9,4.9,Spurs,80,3.12,78,3.49,74,3.04,69,1.51,68,3.08,69,2.73,69,3.09,68,3.39,0.21
G,520,Vicario,5.2,5.2,Spurs,93,3.56,93,3.67,92,3.44,92,3.02,91,3.56,90,3.42,90,3.61,90,3.70,0.00
G,521,Whiteman,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,522,N.Aguerd,4.5,4.5,West Ham,89,2.60,85,3.44,81,2.86,81,3.41,80,1.72,80,2.66,80,3.35,78,2.39,0.00
F,523,Antonio,5.8,5.8,West Ham,67,3.04,63,3.42,59,3.01,60,3.10,58,2.53,57,2.81,57,3.23,57,2.75,0.00
G,524,Areola,4.3,4.2,West Ham,93,3.40,91,3.71,90,3.48,90,3.77,88,3.00,87,3.32,87,3.56,87,3.16,0.78
M,525,Benrahma,5.7,5.7,West Ham,33,1.81,32,2.10,33,1.97,33,2.05,31,1.64,34,1.96,31,2.11,34,1.92,0.00
M,526,Bowen,7.4,7.4,West Ham,85,3.86,81,4.61,79,4.13,77,4.19,77,3.31,77,3.82,76,4.49,77,3.77,0.32
M,527,Cornet,5.3,5.3,West Ham,6,0.38,7,0.50,9,0.55,10,0.61,10,0.53,11,0.61,13,0.80,11,0.62,0.00
D,528,Coufal,4.6,4.6,West Ham,83,2.42,81,3.24,78,2.73,75,3.12,75,1.61,75,2.46,73,3.01,72,2.19,0.00
M,529,Coventry,4.4,4.4,West Ham,3,0.11,3,0.12,4,0.16,4,0.16,4,0.15,5,0.20,5,0.19,5,0.19,0.00
D,530,Cresswell,4.2,4.2,West Ham,8,0.23,11,0.42,12,0.41,14,0.56,15,0.38,14,0.49,15,0.62,15,0.51,0.00
M,531,Downes,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,532,Emerson,4.5,4.5,West Ham,85,2.57,82,3.41,80,2.91,78,3.39,77,1.75,78,2.69,77,3.32,76,2.41,0.00
G,533,Fabianski,4.3,4.3,West Ham,2,0.08,3,0.14,5,0.19,5,0.20,7,0.23,8,0.29,8,0.34,8,0.28,0.00
M,534,P.Fornals,4.7,4.7,West Ham,19,0.99,21,1.20,22,1.18,22,1.19,23,1.10,22,1.17,24,1.39,25,1.25,0.00
F,535,Ings,5.7,5.7,West Ham,22,1.29,23,1.53,25,1.53,24,1.50,26,1.37,25,1.49,24,1.63,25,1.49,0.00
D,536,Johnson,4.4,4.4,West Ham,6,0.16,8,0.27,10,0.32,10,0.39,11,0.26,12,0.39,14,0.56,14,0.44,0.00
D,537,Kehrer,4.3,4.3,West Ham,18,0.54,20,0.76,20,0.69,24,1.00,22,0.54,24,0.82,24,0.99,26,0.82,0.00
F,538,Mubama,4.3,4.3,West Ham,2,0.11,3,0.18,4,0.24,4,0.26,5,0.26,6,0.31,5,0.30,5,0.27,0.07
M,539,L.Paquetá,6.0,6.0,West Ham,61,2.50,63,3.14,63,2.87,65,3.10,64,2.45,63,2.77,64,3.31,65,2.77,0.00
M,540,Rice,5.4,5.4,Arsenal,88,2.53,83,3.03,79,2.45,77,2.76,77,2.73,77,2.29,76,2.51,75,2.08,0.00
F,541,Scamacca,6.0,6.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,542,Souček,4.9,4.9,West Ham,77,2.50,76,2.83,74,2.60,74,2.72,73,2.25,73,2.49,72,2.71,69,2.34,0.00
M,543,Vlašić,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,544,Zouma,4.5,4.5,West Ham,89,2.63,85,3.50,82,2.93,82,3.52,82,1.79,78,2.64,78,3.33,78,2.43,0.01
D,545,Aït-Nouri,4.5,4.5,Wolves,69,3.10,65,1.92,60,2.17,59,1.41,59,2.75,57,2.67,53,1.64,55,1.87,0.00
G,546,Bentley,3.9,3.9,Wolves,2,0.07,3,0.10,4,0.13,3,0.12,4,0.15,4,0.18,5,0.16,4,0.15,0.00
D,547,Bolla,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,548,H.Bueno,4.4,4.4,Wolves,3,0.16,10,0.37,17,0.69,20,0.61,20,0.95,19,0.92,22,0.80,21,0.80,0.00
M,549,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Cundle,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,551,Dawson,4.5,4.5,Wolves,92,3.40,89,2.00,85,2.48,81,1.43,81,3.16,81,3.16,80,1.91,81,2.20,0.00
F,552,Fábio Silva,5.3,5.3,Wolves,31,1.75,32,1.59,32,1.62,33,1.42,33,1.92,35,1.92,35,1.67,36,1.64,0.00
D,553,Giles,4.4,4.4,Luton,36,0.84,43,0.97,44,1.72,40,1.12,42,1.07,61,1.06,36,1.17,37,1.05,0.00
M,554,Guedes,5.4,5.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,555,Hodge,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,556,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,Hee Chan,5.4,5.4,Wolves,72,4.00,70,3.24,69,3.26,67,2.55,67,3.83,65,3.58,64,2.86,64,2.83,0.00
F,558,Raúl,5.3,5.3,Fulham,62,2.83,61,2.57,58,3.07,59,2.31,56,2.92,56,2.79,58,2.26,56,3.00,0.00
M,559,João Gomes,4.9,4.9,Wolves,73,2.22,68,1.88,63,1.84,60,1.62,59,1.89,59,1.89,56,1.62,57,1.66,0.00
D,560,J.Otto,4.4,4.4,Wolves,11,0.43,14,0.43,14,0.48,16,0.41,17,0.74,18,0.78,18,0.55,19,0.63,0.00
M,561,Jordão,4.4,4.4,Wolves,4,0.19,2,0.08,3,0.15,3,0.12,3,0.16,3,0.16,3,0.15,5,0.20,0.00
F,562,Kalajdžić,4.9,4.9,Wolves,9,0.61,11,0.66,12,0.68,13,0.65,14,0.92,14,0.90,15,0.82,16,0.85,0.00
D,563,Kilman,4.5,4.5,Wolves,91,3.34,86,1.93,85,2.44,83,1.43,81,3.08,80,3.07,80,1.86,78,2.10,0.00
G,564,King,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,565,Lemina,4.9,4.9,Wolves,60,1.91,69,1.89,67,1.91,70,1.75,70,2.19,70,2.16,71,1.91,72,1.95,0.00
M,566,Matheus N.,5.0,5.0,Man City,27,1.43,31,1.31,33,1.48,34,1.61,37,1.60,36,1.82,36,1.76,0,0.00,0.00
M,567,Neto,5.8,5.8,Wolves,83,3.96,82,3.29,78,3.20,76,2.57,74,3.69,74,3.52,72,2.84,71,2.81,0.06
M,568,Podence,5.3,5.3,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,569,José Sá,5.0,5.0,Wolves,93,3.75,92,3.16,91,3.35,91,3.02,91,3.69,91,3.69,91,3.15,91,3.20,0.00
M,570,Sarabia,4.8,4.8,Wolves,34,2.02,32,1.62,35,1.79,35,1.50,38,2.24,39,2.23,41,1.92,40,1.88,0.00
G,571,Šarkić,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,572,N.Semedo,4.5,4.5,Wolves,69,2.64,72,1.72,74,2.21,74,1.34,75,2.94,77,3.01,76,1.83,77,2.12,0.00
D,573,Toti,4.4,4.4,Wolves,69,2.54,68,1.52,65,1.86,66,1.16,67,2.54,66,2.51,66,1.56,65,1.76,0.00
M,574,Boubacar Traore,4.4,4.4,Wolves,32,1.04,22,0.71,25,0.79,25,0.73,24,0.82,27,0.92,27,0.82,25,0.78,0.00
D,575,Lockyer,4.3,4.3,Luton,89,1.38,84,1.38,83,2.69,81,1.72,80,1.55,80,1.09,80,1.99,80,1.73,0.00
D,576,Robinson,4.4,4.4,Sheffield Utd,91,2.73,86,1.20,84,2.53,81,1.95,79,1.16,80,2.10,79,1.17,76,1.08,0.00
D,577,Ogbonna,4.4,4.4,West Ham,2,0.09,6,0.23,9,0.32,9,0.35,9,0.23,10,0.35,11,0.45,12,0.38,0.00
M,578,Nelson,4.9,4.9,Arsenal,8,0.49,9,0.67,7,0.47,9,0.62,9,0.61,9,0.54,10,0.69,9,0.53,0.00
G,579,Lonergan,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,580,Karius,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,581,Dummett,3.9,3.9,Newcastle,9,0.27,9,0.32,4,0.14,2,0.08,3,0.11,3,0.10,3,0.15,4,0.18,0.00
M,582,Mpanzu,4.8,4.8,Luton,77,2.11,74,1.97,68,2.10,55,1.62,66,1.85,49,1.38,42,1.34,44,1.34,0.00
M,583,Solomon,5.2,5.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.23,0.00
D,584,Pau,4.5,4.5,Aston Villa,89,3.29,86,3.56,85,1.95,83,2.95,83,1.90,82,2.40,83,2.58,83,4.09,0.03
D,585,J.Timber,4.6,4.6,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
